Id,Title,Instrument,Total Runs,Total Spots,Total Bases,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
7465821,"GSM3675076: RTX430 Roots, 35 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28694849,2898179749,1251275132,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535136,SRP188707,Sorghum bicolor,SRS4500980,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159561,,,,2019/11/21,2019/03/18
7465820,"GSM3675075: RTX430 Roots, 28 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21324741,2153798841,938948939,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535135,SRP188707,Sorghum bicolor,SRS4500979,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159562,,,,2019/11/21,2019/03/18
7465819,"GSM3675074: RTX430 Roots, 28 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25309295,2556238795,1059491081,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535134,SRP188707,Sorghum bicolor,SRS4500977,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159563,,,,2019/11/21,2019/03/18
7465818,"GSM3675073: RTX430 Roots, 28 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,11550196,1166569796,450429913,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535133,SRP188707,Sorghum bicolor,SRS4500978,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159564,,,,2019/11/21,2019/03/18
7465817,"GSM3675072: RTX430 Roots, 21 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21999737,2221973437,980480692,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535132,SRP188707,Sorghum bicolor,SRS4500976,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159565,,,,2019/11/21,2019/03/18
7465816,"GSM3675071: RTX430 Roots, 21 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19563719,1975935619,853098720,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535131,SRP188707,Sorghum bicolor,SRS4500975,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159566,,,,2019/11/21,2019/03/18
7465815,"GSM3675070: RTX430 Roots, 21 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18826919,1901518819,809633884,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535130,SRP188707,Sorghum bicolor,SRS4500974,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159567,,,,2019/11/21,2019/03/18
7465774,"GSM3675029: BTX642 Leaves, 119 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,17295158,1746810958,708956584,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535089,SRP188707,Sorghum bicolor,SRS4500933,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159424,,,,2019/11/21,2019/03/18
7465773,"GSM3675028: BTX642 Leaves, 119 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19274704,1946745104,885280851,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535088,SRP188707,Sorghum bicolor,SRS4500932,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159425,,,,2019/11/21,2019/03/18
7465772,"GSM3675027: BTX642 Leaves, 119 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21124924,2133617324,874567510,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535087,SRP188707,Sorghum bicolor,SRS4500931,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159427,,,,2019/11/21,2019/03/18
7465771,"GSM3675026: BTX642 Leaves, 112 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24155995,2439755495,1030546580,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535086,SRP188707,Sorghum bicolor,SRS4500930,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159428,,,,2019/11/21,2019/03/18
7465770,"GSM3675025: BTX642 Leaves, 105 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22151762,2237327962,925824179,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535085,SRP188707,Sorghum bicolor,SRS4500929,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159429,,,,2019/11/21,2019/03/18
7465769,"GSM3675024: BTX642 Leaves, 105 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,14569551,1471524651,642879433,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535084,SRP188707,Sorghum bicolor,SRS4500928,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159430,,,,2019/11/21,2019/03/18
7465768,"GSM3675023: BTX642 Leaves, 105 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22310109,2253321009,968473330,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535083,SRP188707,Sorghum bicolor,SRS4500927,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159400,,,,2019/11/21,2019/03/18
7465767,"GSM3675022: BTX642 Leaves, 98 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27519052,2779424252,1160922123,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535082,SRP188707,Sorghum bicolor,SRS4500926,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159777,,,,2019/11/21,2019/03/18
7465766,"GSM3675021: BTX642 Leaves, 91 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23340717,2357412417,978593102,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535081,SRP188707,Sorghum bicolor,SRS4500925,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159778,,,,2019/11/21,2019/03/18
7465765,"GSM3675020: BTX642 Leaves, 91 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18077361,1825813461,805975398,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535080,SRP188707,Sorghum bicolor,SRS4500924,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159779,,,,2019/11/21,2019/03/18
7465764,"GSM3675019: BTX642 Leaves, 91 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18083976,1826481576,766393468,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535079,SRP188707,Sorghum bicolor,SRS4500923,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159780,,,,2019/11/21,2019/03/18
7465763,"GSM3675018: BTX642 Leaves, 84 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24342665,2458609165,1022851538,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535078,SRP188707,Sorghum bicolor,SRS4500922,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159781,,,,2019/11/21,2019/03/18
7465762,"GSM3675017: BTX642 Leaves, 77 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19164747,1935639447,859986078,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535077,SRP188707,Sorghum bicolor,SRS4500921,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159782,,,,2019/11/21,2019/03/18
7465761,"GSM3675016: BTX642 Leaves, 77 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24474224,2471896624,1052276618,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535076,SRP188707,Sorghum bicolor,SRS4500920,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159783,,,,2019/11/21,2019/03/18
7465760,"GSM3675015: BTX642 Leaves, 77 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27862798,2814142598,1206239821,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535075,SRP188707,Sorghum bicolor,SRS4500919,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159784,,,,2019/11/21,2019/03/18
7465759,"GSM3675014: BTX642 Leaves, 70 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20183129,2038496029,865960327,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535074,SRP188707,Sorghum bicolor,SRS4500918,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159728,,,,2019/11/21,2019/03/18
7465758,"GSM3675013: BTX642 Leaves, 70 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16539431,1670482531,1017839811,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535073,SRP188707,Sorghum bicolor,SRS4500917,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159729,,,,2019/11/21,2019/03/18
7465757,"GSM3675012: BTX642 Leaves, 70 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23095888,2332684688,964695912,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535072,SRP188707,Sorghum bicolor,SRS4500916,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159730,,,,2019/11/21,2019/03/18
7465756,"GSM3675011: BTX642 Leaves, 63 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21994045,2221398545,937084968,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535071,SRP188707,Sorghum bicolor,SRS4500915,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159731,,,,2019/11/21,2019/03/18
7465755,"GSM3675010: BTX642 Leaves, 63 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27245564,2751801964,1168640010,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535070,SRP188707,Sorghum bicolor,SRS4500914,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159732,,,,2019/11/21,2019/03/18
7465754,"GSM3675009: BTX642 Leaves, 63 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16555225,1672077725,1020323037,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535069,SRP188707,Sorghum bicolor,SRS4500912,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159733,,,,2019/11/21,2019/03/18
7465753,"GSM3675008: BTX642 Leaves, 119 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18234898,1841724698,741369677,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535068,SRP188707,Sorghum bicolor,SRS4500913,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159734,,,,2019/11/21,2019/03/18
7465752,"GSM3675007: BTX642 Leaves, 119 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19930581,2012988681,913295714,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535067,SRP188707,Sorghum bicolor,SRS4500911,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159735,,,,2019/11/21,2019/03/18
7465751,"GSM3675006: BTX642 Leaves, 119 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27208454,2748053854,1140921044,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535066,SRP188707,Sorghum bicolor,SRS4500910,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159737,,,,2019/11/21,2019/03/18
7465750,"GSM3675005: BTX642 Leaves, 112 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,10842467,1095089167,419223808,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535065,SRP188707,Sorghum bicolor,SRS4500909,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159739,,,,2019/11/21,2019/03/18
7465749,"GSM3675004: BTX642 Leaves, 105 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,14234889,1437723789,621818210,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535064,SRP188707,Sorghum bicolor,SRS4500908,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159740,,,,2019/11/21,2019/03/18
7465748,"GSM3675003: BTX642 Leaves, 105 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22148490,2236997490,963680007,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535063,SRP188707,Sorghum bicolor,SRS4500907,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159741,,,,2019/11/21,2019/03/18
7465747,"GSM3675002: BTX642 Leaves, 105 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24807108,2505517908,1044196740,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535062,SRP188707,Sorghum bicolor,SRS4500906,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159742,,,,2019/11/21,2019/03/18
7465746,"GSM3675001: BTX642 Leaves, 98 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19301993,1949501293,816271598,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535061,SRP188707,Sorghum bicolor,SRS4500905,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159743,,,,2019/11/21,2019/03/18
7465745,"GSM3675000: BTX642 Leaves, 91 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,17540279,1771568179,736500902,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535060,SRP188707,Sorghum bicolor,SRS4500904,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159736,,,,2019/11/21,2019/03/18
7465744,"GSM3674999: BTX642 Leaves, 91 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20782620,2099044620,885404905,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535059,SRP188707,Sorghum bicolor,SRS4500903,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159744,,,,2019/11/21,2019/03/18
7465743,"GSM3674998: BTX642 Leaves, 91 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16631530,1679784530,702405966,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535058,SRP188707,Sorghum bicolor,SRS4500902,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159745,,,,2019/11/21,2019/03/18
7465742,"GSM3674997: BTX642 Leaves, 84 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25896959,2615592859,1120681895,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535057,SRP188707,Sorghum bicolor,SRS4500901,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159746,,,,2019/11/21,2019/03/18
7465741,"GSM3674996: BTX642 Leaves, 84 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23448538,2368302338,1030882853,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535056,SRP188707,Sorghum bicolor,SRS4500900,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159747,,,,2019/11/21,2019/03/18
7465740,"GSM3674995: BTX642 Leaves, 84 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23945708,2418516508,1011623168,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535055,SRP188707,Sorghum bicolor,SRS4500899,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159748,,,,2019/11/21,2019/03/18
7465739,"GSM3674994: BTX642 Leaves, 77 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22187273,2240914573,1002299780,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535054,SRP188707,Sorghum bicolor,SRS4500898,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159749,,,,2019/11/21,2019/03/18
7465738,"GSM3674993: BTX642 Leaves, 77 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,15840969,1599937869,976196637,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535053,SRP188707,Sorghum bicolor,SRS4500897,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159750,,,,2019/11/21,2019/03/18
7465737,"GSM3674992: BTX642 Leaves, 77 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22597188,2282315988,988586402,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535052,SRP188707,Sorghum bicolor,SRS4500896,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159482,,,,2019/11/21,2019/03/18
7465736,"GSM3674991: BTX642 Leaves, 70 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,17631542,1780785742,758173100,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535051,SRP188707,Sorghum bicolor,SRS4500895,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159483,,,,2019/11/21,2019/03/18
7465735,"GSM3674990: BTX642 Leaves, 70 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20955749,2116530649,900671852,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535050,SRP188707,Sorghum bicolor,SRS4500894,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159484,,,,2019/11/21,2019/03/18
7465734,"GSM3674989: BTX642 Leaves, 70 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28569279,2885497179,1234623712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535049,SRP188707,Sorghum bicolor,SRS4500893,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159485,,,,2019/11/21,2019/03/18
7465733,"GSM3674988: BTX642 Leaves, 63 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21826077,2204433777,995999904,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535048,SRP188707,Sorghum bicolor,SRS4500891,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159486,,,,2019/11/21,2019/03/18
7465732,"GSM3674987: BTX642 Leaves, 63 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23203135,2343516635,970872807,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535047,SRP188707,Sorghum bicolor,SRS4500892,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159487,,,,2019/11/21,2019/03/18
7465731,"GSM3674986: BTX642 Leaves, 63 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23824335,2406257835,1035256422,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535046,SRP188707,Sorghum bicolor,SRS4500890,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159431,,,,2019/11/21,2019/03/18
7465730,"GSM3674985: BTX642 Leaves, 56 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18017549,1819772449,822326255,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535045,SRP188707,Sorghum bicolor,SRS4500889,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159432,,,,2019/11/21,2019/03/18
7465729,"GSM3674984: BTX642 Leaves, 56 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24002315,2424233815,1006164220,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535044,SRP188707,Sorghum bicolor,SRS4500888,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159433,,,,2019/11/21,2019/03/18
7465728,"GSM3674983: BTX642 Leaves, 56 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25553936,2580947536,1081546457,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535043,SRP188707,Sorghum bicolor,SRS4500886,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159434,,,,2019/11/21,2019/03/18
7465727,"GSM3674982: BTX642 Leaves, 49 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21380425,2159422925,906025842,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535042,SRP188707,Sorghum bicolor,SRS4500887,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159435,,,,2019/11/21,2019/03/18
7465726,"GSM3674981: BTX642 Leaves, 42 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18938320,1912770320,860247978,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535041,SRP188707,Sorghum bicolor,SRS4500885,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159436,,,,2019/11/21,2019/03/18
7465725,"GSM3674980: BTX642 Leaves, 42 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20276723,2047949023,885350712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535040,SRP188707,Sorghum bicolor,SRS4500884,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159437,,,,2019/11/21,2019/03/18
7465724,"GSM3674979: BTX642 Leaves, 42 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19845234,2004368634,830638386,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535039,SRP188707,Sorghum bicolor,SRS4500883,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159438,,,,2019/11/21,2019/03/18
7465723,"GSM3674978: BTX642 Leaves, 35 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22270930,2249363930,963538677,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535038,SRP188707,Sorghum bicolor,SRS4500882,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159439,,,,2019/11/21,2019/03/18
7465722,"GSM3674977: BTX642 Leaves, 35 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24687569,2493444469,1082775806,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535037,SRP188707,Sorghum bicolor,SRS4500881,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159440,,,,2019/11/21,2019/03/18
